"region","name","year","group","macro"
"Житомирська","Еріка","2021","західні","Центр"
"Житомирська","Евніка","2021","інші","Центр"
"Житомирська","Естер","2021","біблійні","Центр"
"Житомирська","Ейя","2021","інші","Центр"
"Житомирська","Еліс","2021","західні","Центр"
"Житомирська","Єлизавета","2021","звичайні","Центр"
"Житомирська","Євдокія","2021","українські","Центр"
"Житомирська","Євангеліна","2021","біблійні","Центр"
"Житомирська","Єремія","2021","біблійні","Центр"
"Житомирська","Єсенія","2021","старовинні","Центр"
"Житомирська","Жасмін","2021","інші","Центр"
"Житомирська","Заммо","2021","інші","Центр"
"Житомирська","Зарема","2021","східні","Центр"
"Житомирська","Земфіра","2021","східні","Центр"
"Житомирська","Златослава","2021","українські","Центр"
"Житомирська","Ілана","2021","інші","Центр"
"Житомирська","Іоанна","2021","інші","Центр"
"Житомирська","Іларія","2021","західні","Центр"
"Житомирська","Ілона","2021","звичайні","Центр"
"Житомирська","Ія","2021","інші","Центр"
"Житомирська","Камалія","2021","інші","Центр"
"Житомирська","Кармеліта","2021","інші","Центр"
"Житомирська","Каміля","2021","східні","Центр"
"Житомирська","Каміла","2021","західні","Центр"
"Житомирська","Кетрін","2021","західні","Центр"
"Житомирська","Квітка","2021","українські","Центр"
"Житомирська","Клара","2021","старовинні","Центр"
"Житомирська","Камілія","2021","інші","Центр"
"Житомирська","Каталея","2021","інші","Центр"
"Житомирська","Кіріана","2021","інші","Центр"
"Житомирська","Корнелія","2021","греко_римські","Центр"
"Житомирська","Ксенія","2021","звичайні","Центр"
"Житомирська","Каталіна","2021","західні","Центр"
"Житомирська","Лалє","2021","вірменські_грузинські","Центр"
"Житомирська","Лєра","2021","інші","Центр"
"Житомирська","Ліана","2021","старовинні","Центр"
"Житомирська","Лілі","2021","західні","Центр"
"Житомирська","Ліза","2021","звичайні","Центр"
"Житомирська","Ляна","2021","українські","Центр"
"Житомирська","Ліка","2021","старовинні","Центр"
"Житомирська","Ларайб","2021","східні","Центр"
"Житомирська","Луіза","2021","західні","Центр"
"Житомирська","Лія","2021","старовинні","Центр"
"Житомирська","Лана","2021","інші","Центр"
"Житомирська","Ліліанна","2021","інші","Центр"
"Житомирська","Лада","2021","звичайні","Центр"
"Житомирська","Лукія","2021","церковні","Центр"
"Житомирська","Любов","2021","звичайні","Центр"
"Житомирська","Маргаріта","2021","російські","Центр"
"Житомирська","Марина","2021","звичайні","Центр"
"Житомирська","Меліта","2021","інші","Центр"
"Житомирська","Маріель","2021","західні","Центр"
"Житомирська","Мартіна","2021","західні","Центр"
"Житомирська","Мелані","2021","західні","Центр"
"Житомирська","Меланія","2021","українські","Центр"
"Житомирська","Мер’єм","2021","східні","Центр"
"Житомирська","Мішель","2021","західні","Центр"
"Житомирська","Меліса","2021","західні","Центр"
"Житомирська","Мірра","2021","біблійні","Центр"
"Житомирська","Мія","2021","західні","Центр"
"Житомирська","Моніка","2021","західні","Центр"
"Житомирська","Мілена","2021","старовинні","Центр"
"Житомирська","Надія","2021","звичайні","Центр"
"Житомирська","Нонна","2021","інші","Центр"
"Житомирська","Ніка","2021","старовинні","Центр"
"Житомирська","Настасья","2021","російські","Центр"
"Житомирська","Онисія","2021","українські","Центр"
"Житомирська","Орися","2021","українські","Центр"
"Житомирська","Олівія","2021","західні","Центр"
"Житомирська","Паоліна","2021","західні","Центр"
"Житомирська","Пауліна","2021","західні","Центр"
"Житомирська","Рада","2021","східноєвропейські","Центр"
"Житомирська","Рената","2021","інші","Центр"
"Житомирська","Реяна","2021","інші","Центр"
"Житомирська","Розі","2021","західні","Центр"
"Житомирська","Римма","2021","звичайні","Центр"
"Житомирська","Сабіна","2021","східні","Центр"
"Житомирська","Стелла","2021","західні","Центр"
"Житомирська","Стефанія","2021","українські","Центр"
"Житомирська","Сніжана","2021","українські","Центр"
"Житомирська","Саміра","2021","східні","Центр"
"Житомирська","Сабріна","2021","інші","Центр"
"Житомирська","Таллі","2021","інші","Центр"
"Житомирська","Тереза","2021","західні","Центр"
"Житомирська","Тіна","2021","західні","Центр"
"Житомирська","Тіша","2021","інші","Центр"
"Житомирська","Таїсія","2021","звичайні","Центр"
"Житомирська","Устинія","2021","церковні","Центр"
"Житомирська","Фрея","2021","західні","Центр"
"Житомирська","Франческа","2021","західні","Центр"
"Житомирська","Хузама","2021","східні","Центр"
"Житомирська","Ярина","2021","українські","Центр"
"Житомирська","Ясміна","2021","східні","Центр"
"Житомирська","Арнольд","2021","західні","Центр"
"Житомирська","Андріа","2021","інші","Центр"
"Житомирська","Айрат","2021","східні","Центр"
"Житомирська","Авенір","2021","біблійні","Центр"
"Житомирська","Алекс","2021","західні","Центр"
"Житомирська","Асаф","2021","східні","Центр"
"Житомирська","Артур","2021","звичайні","Центр"
"Житомирська","Арій","2021","русичі","Центр"
"Житомирська","Абдулах","2021","східні","Центр"
"Житомирська","Авель","2021","біблійні","Центр"
"Житомирська","Аврам","2021","біблійні","Центр"
"Житомирська","Алан","2021","західні","Центр"
"Житомирська","Адріан","2021","інші","Центр"
"Житомирська","Арсен","2021","українські","Центр"
"Житомирська","Амбре","2021","інші","Центр"
"Житомирська","Амір","2021","східні","Центр"
"Житомирська","Акім","2021","інші","Центр"
"Житомирська","Браєн","2021","західні","Центр"
"Житомирська","Борислав","2021","українські","Центр"
"Житомирська","Вахтанг","2021","вірменські_грузинські","Центр"
"Житомирська","Вінсент","2021","західні","Центр"
"Житомирська","Вільям","2021","західні","Центр"
"Житомирська","Вітольд","2021","старовинні","Центр"
"Житомирська","Веніамін","2021","біблійні","Центр"
"Житомирська","Влас","2021","українські","Центр"
"Житомирська","Власлав","2021","русичі","Центр"
"Житомирська","Володар","2021","русичі","Центр"
"Житомирська","Гордій","2021","українські","Центр"
"Житомирська","Глєб","2021","російські","Центр"
"Житомирська","Гліб","2021","звичайні","Центр"
"Житомирська","Герман","2021","західні","Центр"
"Житомирська","Дамір","2021","східні","Центр"
"Житомирська","Давід","2021","біблійні","Центр"
"Житомирська","Давід-Генрі","2021","західні","Центр"
"Житомирська","Данііл","2021","російські","Центр"
"Житомирська","Домінік","2021","західні","Центр"
"Житомирська","Даніяр","2021","східні","Центр"
"Житомирська","Джонатан","2021","західні","Центр"
"Житомирська","Джеймісон Карл","2021","західні","Центр"
"Житомирська","Дініс","2021","інші","Центр"
"Житомирська","Дарій","2021","східні","Центр"
"Житомирська","Даріус","2021","греко_римські","Центр"
"Житомирська","Демид","2021","українські","Центр"
"Житомирська","Едвард","2021","західні","Центр"
"Житомирська","Ейнар","2021","західні","Центр"
"Житомирська","Ернест","2021","західні","Центр"
"Житомирська","Ельдар","2021","східні","Центр"
"Житомирська","Еммануїл","2021","біблійні","Центр"
"Житомирська","Еміль","2021","західні","Центр"
"Житомирська","Емір","2021","східні","Центр"
"Житомирська","Ерік","2021","західні","Центр"
"Житомирська","Еліаким","2021","біблійні","Центр"
"Житомирська","Емануель","2021","біблійні","Центр"
"Житомирська","Єлисей","2021","біблійні","Центр"
"Житомирська","Єфрем-Міхаель","2021","інші","Центр"
"Житомирська","Зазар","2021","інші","Центр"
"Житомирська","Ігнат","2021","українські","Центр"
"Житомирська","Йонатан","2021","біблійні","Центр"
"Житомирська","Карім","2021","східні","Центр"
"Житомирська","Каха","2021","вірменські_грузинські","Центр"
"Житомирська","Кємаль","2021","східні","Центр"
"Житомирська","Клім","2021","російські","Центр"
"Житомирська","Кузей Мікоіл","2021","інші","Центр"
"Житомирська","Кіріл","2021","російські","Центр"
"Житомирська","Київ","2021","інші","Центр"
"Житомирська","Крістіан","2021","західні","Центр"
"Житомирська","Лев","2021","звичайні","Центр"
"Житомирська","Леон","2021","західні","Центр"
"Житомирська","Луїс","2021","західні","Центр"
"Житомирська","Лука","2021","українські","Центр"
"Житомирська","Лук’ян","2021","українські","Центр"
"Житомирська","Любомир","2021","українські","Центр"
"Житомирська","Лаврін","2021","українські","Центр"
"Житомирська","Мартін","2021","західні","Центр"
"Житомирська","Міран","2021","східні","Центр"
"Житомирська","Матеуш","2021","східноєвропейські","Центр"
"Житомирська","Мурад","2021","східні","Центр"
"Житомирська","Матяш","2021","східноєвропейські","Центр"
"Житомирська","Марат","2021","старовинні","Центр"
"Житомирська","Мелек","2021","східні","Центр"
"Житомирська","Мир","2021","інші","Центр"
"Житомирська","Мирон","2021","українські","Центр"
"Житомирська","Мирослав","2021","українські","Центр"
"Житомирська","Міхал","2021","східноєвропейські","Центр"
"Житомирська","Марсело","2021","західні","Центр"
"Житомирська","Мануель","2021","західні","Центр"
"Житомирська","Натаніель","2021","біблійні","Центр"
"Житомирська","Нестор","2021","українські","Центр"
"Житомирська","Неомінь","2021","інші","Центр"
"Житомирська","Никон","2021","церковні","Центр"
"Житомирська","Ноян","2021","східні","Центр"
"Житомирська","Нурай","2021","східні","Центр"
"Житомирська","Ніколя","2021","західні","Центр"
"Житомирська","Ніко","2021","західні","Центр"
"Житомирська","Орест","2021","українські","Центр"
"Житомирська","Радомір","2021","східноєвропейські","Центр"
"Житомирська","Ренеден","2021","інші","Центр"
"Житомирська","Ратімір","2021","східноєвропейські","Центр"
"Житомирська","Ренат","2021","східні","Центр"
"Житомирська","Рінат","2021","східні","Центр"
"Житомирська","Роберт","2021","західні","Центр"
"Житомирська","Родіон","2021","старовинні","Центр"
"Житомирська","Ронін","2021","інші","Центр"
"Житомирська","Рашид","2021","східні","Центр"
"Житомирська","Рувим","2021","біблійні","Центр"
"Житомирська","Рустам","2021","східні","Центр"
"Житомирська","Рожден","2021","русичі","Центр"
"Житомирська","Рамін","2021","східні","Центр"
"Житомирська","Рамір","2021","східні","Центр"
"Житомирська","Саід","2021","східні","Центр"
"Житомирська","Самуїл","2021","біблійні","Центр"
"Житомирська","Савва","2021","церковні","Центр"
"Житомирська","Семен","2021","українські","Центр"
"Житомирська","Савелій","2021","церковні","Центр"
"Житомирська","Селмеон","2021","інші","Центр"
"Житомирська","Сабір","2021","східні","Центр"
"Житомирська","Султан","2021","східні","Центр"
"Житомирська","Самір","2021","східні","Центр"
"Житомирська","Святозар","2021","українські","Центр"
"Житомирська","Павлік","2021","інші","Центр"
"Житомирська","Платон","2021","греко_римські","Центр"
"Житомирська","Тіхан","2021","східноєвропейські","Центр"
"Житомирська","Тарас","2021","українські","Центр"
"Житомирська","Трофім","2021","російські","Центр"
"Житомирська","Тадей","2021","українські","Центр"
"Житомирська","Тімур","2021","східні","Центр"
"Житомирська","Філіп","2021","західні","Центр"
"Житомирська","Харитон","2021","старовинні","Центр"
"Житомирська","Цзюньмін","2021","інші","Центр"
"Житомирська","Ціюй","2021","інші","Центр"
"Житомирська","Юліан","2021","греко_римські","Центр"
"Житомирська","Якуб","2021","східноєвропейські","Центр"
"Закарпатська","Мірелла","2015","інші","Захід"
"Закарпатська","Ельза","2015","інші","Захід"
"Закарпатська","Біанка","2015","західні","Захід"
"Закарпатська","Тогла","2015","інші","Захід"
"Закарпатська","Деніса","2015","інші","Захід"
"Закарпатська","Летісія","2015","східноєвропейські","Захід"
"Закарпатська","Ясміна","2015","східні","Захід"
"Закарпатська","Делія","2015","інші","Захід"
"Закарпатська","Ленуца","2015","східноєвропейські","Захід"
"Закарпатська","Каталея","2015","інші","Захід"
"Закарпатська","Версанія","2015","інші","Захід"
"Закарпатська","Цінтія","2015","східноєвропейські","Захід"
"Закарпатська","Клементина","2015","західні","Захід"
"Закарпатська","Прісціла","2015","західні","Захід"
"Закарпатська","Алехандро","2015","західні","Захід"
"Закарпатська","Йонатан","2015","біблійні","Захід"
"Закарпатська","Джоні","2015","західні","Захід"
"Закарпатська","Мілан","2015","східноєвропейські","Захід"
"Закарпатська","Себастіан","2015","західні","Захід"
"Закарпатська","Іонел","2015","східноєвропейські","Захід"
"Закарпатська","Гергель","2015","східноєвропейські","Захід"
"Закарпатська","Балаж","2015","східноєвропейські","Захід"
"Закарпатська","Кріштоф","2015","східноєвропейські","Захід"
"Закарпатська","Кристобал","2015","західні","Захід"
"Закарпатська","Бенце","2015","східноєвропейські","Захід"
"Закарпатська","Енріке","2015","західні","Захід"
"Закарпатська","Серафим","2015","церковні","Захід"
"Закарпатська","Левенте","2015","інші","Захід"
"Закарпатська","Юріан","2015","інші","Захід"
"Закарпатська","Золан","2015","східноєвропейські","Захід"
"Закарпатська","Мирела","2016","інші","Захід"
"Закарпатська","Милена","2016","інші","Захід"
"Закарпатська","Іонела","2016","східноєвропейські","Захід"
"Закарпатська","Георгіна","2016","східноєвропейські","Захід"
"Закарпатська","Емануела","2016","західні","Захід"
"Закарпатська","Дануца","2016","східноєвропейські","Захід"
"Закарпатська","Діоніссія","2016","греко_римські","Захід"
"Закарпатська","Аделія","2016","інші","Захід"
"Закарпатська","Ясміна","2016","східні","Захід"
"Закарпатська","Амелія","2016","західні","Захід"
"Закарпатська","Анісія","2016","церковні","Захід"
"Закарпатська","Лейла","2016","східні","Захід"
"Закарпатська","Роберт-Кирил","2016","інші","Захід"
"Закарпатська","Раджул","2016","східні","Захід"
"Закарпатська","Георге","2016","східноєвропейські","Захід"
"Закарпатська","Севастіан","2016","церковні","Захід"
"Закарпатська","Іонел","2016","східноєвропейські","Захід"
"Закарпатська","Гергель","2016","східноєвропейські","Захід"
"Закарпатська","Балаж","2016","східноєвропейські","Захід"
"Закарпатська","Кріштоф","2016","східноєвропейські","Захід"
"Закарпатська","Бенце","2016","східноєвропейські","Захід"
"Закарпатська","Енріке","2016","західні","Захід"
"Закарпатська","Серафім","2016","церковні","Захід"
"Закарпатська","Левенте","2016","інші","Захід"
"Закарпатська","Рувим","2016","біблійні","Захід"
"Закарпатська","Нікодим","2016","церковні","Захід"
"Закарпатська","Леон","2016","західні","Захід"
"Закарпатська","Дореліу","2016","східноєвропейські","Захід"
"Закарпатська","Візантій","2016","інші","Захід"
"Закарпатська","Річард","2016","західні","Захід"
"Закарпатська","Самір","2016","східні","Захід"
"Закарпатська","Абігель","2017","західні","Захід"
"Закарпатська","Аманда-Петра","2017","інші","Захід"
"Закарпатська","Амелі","2017","західні","Захід"
"Закарпатська","Аріана","2017","західні","Захід"
"Закарпатська","Аріна","2017","російські","Захід"
"Закарпатська","Беатріс","2017","західні","Захід"
"Закарпатська","Біанка","2017","західні","Захід"
"Закарпатська","Ванесса","2017","західні","Захід"
"Закарпатська","Ванда-Еріка","2017","західні","Захід"
"Закарпатська","Версанія","2017","інші","Захід"
"Закарпатська","Вікторія-Ченге","2017","інші","Захід"
"Закарпатська","Гізелла","2017","східноєвропейські","Захід"
"Закарпатська","Гіта","2017","індійські","Захід"
"Закарпатська","Глорія","2017","західні","Захід"
"Закарпатська","Грета","2017","західні","Захід"
"Закарпатська","Даніела","2017","західні","Захід"
"Закарпатська","Дженіфер","2017","західні","Захід"
"Закарпатська","Деніса","2017","інші","Захід"
"Закарпатська","Дора","2017","інші","Захід"
"Закарпатська","Доріна","2017","інші","Захід"
"Закарпатська","Есміра","2017","східні","Захід"
"Закарпатська","Єсенія","2017","старовинні","Захід"
"Закарпатська","Клементина","2017","західні","Захід"
"Закарпатська","Лаура","2017","західні","Захід"
"Закарпатська","Ліана","2017","старовинні","Захід"
"Закарпатська","Ліліен","2017","західні","Захід"
"Закарпатська","Лола","2017","інші","Захід"
"Закарпатська","Мірелла","2017","інші","Захід"
"Закарпатська","Мілана","2017","східноєвропейські","Захід"
"Закарпатська","Мілєна","2017","інші","Захід"
"Закарпатська","Міранда","2017","західні","Захід"
"Закарпатська","Міро","2017","східноєвропейські","Захід"
"Закарпатська","Мір’ям","2017","східні","Захід"
"Закарпатська","Мішель","2017","західні","Захід"
"Закарпатська","Одил","2017","східні","Захід"
"Закарпатська","Оршол-Еріка","2017","інші","Захід"
"Закарпатська","Палома","2017","західні","Захід"
"Закарпатська","Прісціла","2017","західні","Захід"
"Закарпатська","Река","2017","східноєвропейські","Захід"
"Закарпатська","Рубіна","2017","інші","Захід"
"Закарпатська","Савіна","2017","інші","Захід"
"Закарпатська","Сімонетта","2017","західні","Захід"
"Закарпатська","Сімрам","2017","інші","Захід"
"Закарпатська","Сінді","2017","західні","Захід"
"Закарпатська","Сінтія","2017","західні","Захід"
"Закарпатська","Фанні","2017","інші","Захід"
"Закарпатська","Шекель-Ванесса","2017","інші","Захід"
"Закарпатська","Рубіа","2017","західні","Захід"
"Закарпатська","Абел","2017","біблійні","Захід"
"Закарпатська","Акош","2017","східноєвропейські","Захід"
"Закарпатська","Алехандро","2017","західні","Захід"
"Закарпатська","Арнольд","2017","західні","Захід"
"Закарпатська","Арон","2017","біблійні","Захід"
"Закарпатська","Бемянін","2017","біблійні","Захід"
"Закарпатська","Бенетт-Ноел","2017","інші","Захід"
"Закарпатська","Брендон","2017","західні","Захід"
"Закарпатська","Дамір","2017","східні","Захід"
"Закарпатська","Даніел","2017","західні","Захід"
"Закарпатська","Дарій","2017","східні","Захід"
"Закарпатська","Демір","2017","східні","Захід"
"Закарпатська","Джейкоб","2017","західні","Захід"
"Закарпатська","Джеральд","2017","західні","Захід"
"Закарпатська","Джоні","2017","західні","Захід"
"Закарпатська","Елек","2017","східноєвропейські","Захід"
"Закарпатська","Енріке","2017","західні","Захід"
"Закарпатська","Зетень","2017","східноєвропейські","Захід"
"Закарпатська","Ізмаїл-Єрміян","2017","інші","Захід"
"Закарпатська","Йонатан","2017","біблійні","Захід"
"Закарпатська","Кевін","2017","західні","Захід"
"Закарпатська","Кріштоф","2017","східноєвропейські","Захід"
"Закарпатська","Кристобал","2017","західні","Захід"
"Закарпатська","Левенте-Михайло","2017","інші","Захід"
"Закарпатська","Леонардо","2017","західні","Захід"
"Закарпатська","Мануіл","2017","біблійні","Захід"
"Закарпатська","Марек","2017","східноєвропейські","Захід"
"Закарпатська","Мате","2017","східноєвропейські","Захід"
"Закарпатська","Матий","2017","інші","Захід"
"Закарпатська","Натан-Задор","2017","інші","Захід"
"Закарпатська","Ніколас","2017","західні","Захід"
"Закарпатська","Ноел","2017","західні","Захід"
"Закарпатська","Орландо","2017","західні","Захід"
"Закарпатська","Патрік","2017","західні","Захід"
"Закарпатська","Фелікс-Адрел","2017","інші","Захід"
"Закарпатська","Фернандо","2017","західні","Захід"
"Закарпатська","Ченге","2017","інші","Захід"
"Закарпатська","Шельке","2017","інші","Захід"
"Закарпатська","Юріан","2017","інші","Захід"
"Закарпатська","Якоб","2017","східноєвропейські","Захід"
"Закарпатська","Ян","2017","східноєвропейські","Захід"
"Закарпатська","Яромир","2017","русичі","Захід"
"Закарпатська","Гергель","2017","східноєвропейські","Захід"
"Закарпатська","Жолт","2017","східноєвропейські","Захід"
"Закарпатська","Єреміян","2017","українські","Захід"
"Закарпатська","Натан","2017","біблійні","Захід"
"Закарпатська","Олівер","2017","західні","Захід"
"Закарпатська","Кінчев-Борока","2018","інші","Захід"
"Закарпатська","Шакіра","2018","інші","Захід"
"Закарпатська","Джамала","2018","інші","Захід"
"Закарпатська","Едел","2018","інші","Захід"
"Закарпатська","Кінга","2018","інші","Захід"
"Закарпатська","Есмі","2018","західні","Захід"
"Закарпатська","Бомонд","2018","інші","Захід"
"Закарпатська","Шимон","2018","біблійні","Захід"
"Закарпатська","Кімалі","2018","інші","Захід"
"Закарпатська","Ахраман","2018","східні","Захід"
"Закарпатська","Акош","2018","східноєвропейські","Захід"
"Закарпатська","Рікардо","2018","західні","Захід"
"Закарпатська","Селім","2018","східні","Захід"
"Закарпатська","Каталіна","2018","західні","Захід"
"Закарпатська","Аделіна","2018","східноєвропейські","Захід"
"Закарпатська","Августіна","2018","греко_римські","Захід"
"Закарпатська","Евеліна","2018","східноєвропейські","Захід"
"Закарпатська","Глорія","2018","західні","Захід"
"Закарпатська","Естер","2018","біблійні","Захід"
"Закарпатська","Ельміра","2018","східні","Захід"
"Закарпатська","Надіра","2018","східні","Захід"
"Закарпатська","Аврора","2018","греко_римські","Захід"
"Закарпатська","Данута","2018","східноєвропейські","Захід"
"Закарпатська","Лея","2018","інші","Захід"
"Закарпатська","Лука","2018","українські","Захід"
"Закарпатська","Болдіжар","2018","східні","Захід"
"Закарпатська","Самсон","2018","біблійні","Захід"
"Закарпатська","Ізмаїл","2018","східні","Захід"
"Закарпатська","Ельдар","2018","східні","Захід"
"Закарпатська","Річард","2018","західні","Захід"
"Закарпатська","Дейвід","2018","західні","Захід"
"Закарпатська","Раду","2018","східноєвропейські","Захід"
"Закарпатська","Мохаммед","2018","східні","Захід"
"Закарпатська","Акрі","2018","інші","Захід"
"Закарпатська","Рубен","2018","західні","Захід"
"Закарпатська","Жейка","2019","інші","Захід"
"Закарпатська","Аміна","2019","східні","Захід"
"Закарпатська","Богларка","2019","інші","Захід"
"Закарпатська","Шара","2019","східні","Захід"
"Закарпатська","Янка","2019","східноєвропейські","Захід"
"Закарпатська","Жофія","2019","інші","Захід"
"Закарпатська","Йоганна","2019","західні","Захід"
"Закарпатська","Ліліен","2019","західні","Захід"
"Закарпатська","Нана","2019","вірменські_грузинські","Захід"
"Закарпатська","Міріман","2019","інші","Захід"
"Закарпатська","Палома","2019","західні","Захід"
"Закарпатська","Прісціла","2019","західні","Захід"
"Закарпатська","Розалія","2019","східноєвропейські","Захід"
"Закарпатська","Рубіна","2019","інші","Захід"
"Закарпатська","Серафима","2019","церковні","Захід"
"Закарпатська","Лейла","2019","східні","Захід"
"Закарпатська","Мікаела","2019","західні","Захід"
"Закарпатська","Натан","2019","біблійні","Захід"
"Закарпатська","Залан","2019","інші","Захід"
"Закарпатська","Йонатан","2019","біблійні","Захід"
"Закарпатська","Жомбор","2019","східноєвропейські","Захід"
"Закарпатська","Рубен","2019","західні","Захід"
"Закарпатська","Гергель","2019","східноєвропейські","Захід"
"Закарпатська","Балінт","2019","східноєвропейські","Захід"
"Закарпатська","Ешлі","2019","західні","Захід"
"Закарпатська","Раміс","2019","східні","Захід"
"Закарпатська","Камір","2019","інші","Захід"
"Закарпатська","Кемаль","2019","східні","Захід"
"Закарпатська","Барнабаш","2019","східноєвропейські","Захід"
"Закарпатська","Селім","2019","східні","Захід"
"Закарпатська","Серафим","2019","церковні","Захід"
"Закарпатська","Тібор-Кевін","2019","інші","Захід"
"Закарпатська","Фадей","2019","біблійні","Захід"
"Закарпатська","Фернандо","2019","західні","Захід"
"Закарпатська","Шандор","2019","східноєвропейські","Захід"
"Закарпатська","Юріан","2019","інші","Захід"
"Закарпатська","Якоб","2019","східноєвропейські","Захід"
"Закарпатська","Яник","2019","східноєвропейські","Захід"
"Закарпатська","Міа","2019","західні","Захід"
"Закарпатська","Теона","2019","вірменські_грузинські","Захід"
"Закарпатська","Аделіна","2020","східноєвропейські","Захід"
"Закарпатська","Августіна","2020","греко_римські","Захід"
"Закарпатська","Глорія","2020","західні","Захід"
"Закарпатська","Данута","2020","східноєвропейські","Захід"
"Закарпатська","Евеліна","2020","східноєвропейські","Захід"
"Закарпатська","Еліф Аміра","2020","східні","Захід"
"Закарпатська","Ермія","2020","інші","Захід"
"Закарпатська","Кайя","2020","інші","Захід"
"Закарпатська","Реян","2020","інші","Захід"
"Закарпатська","Тіффані-Емілія","2020","інші","Захід"
"Закарпатська","Лея","2020","інші","Захід"
"Закарпатська","Авіель","2020","біблійні","Захід"
"Закарпатська","Акрі","2020","інші","Захід"
"Закарпатська","Вогнедар","2020","русичі","Захід"
"Закарпатська","Ельдар","2020","східні","Захід"
"Закарпатська","Зеленський","2020","інші","Захід"
"Закарпатська","Лимон","2020","інші","Захід"
"Закарпатська","Массімо","2020","західні","Захід"
"Закарпатська","Німрод","2020","східні","Захід"
"Закарпатська","Озам","2020","східні","Захід"
"Закарпатська","Раду","2020","східноєвропейські","Захід"
"Закарпатська","Рубен","2020","західні","Захід"
"Закарпатська","Самсон","2020","біблійні","Захід"
"Закарпатська","Юсуф","2020","східні","Захід"
"Закарпатська","Яник","2020","східноєвропейські","Захід"
"Закарпатська","Беатрікс","2020","західні","Захід"
"Закарпатська","Бянка","2020","західні","Захід"
"Закарпатська","Ванда-Еріка","2020","західні","Захід"
"Закарпатська","Імірка","2020","інші","Захід"
"Закарпатська","Зое-Янка Жанета","2020","інші","Захід"
"Закарпатська","Фружіна","2020","східноєвропейські","Захід"
"Закарпатська","Хельга","2020","західні","Захід"
"Закарпатська","Аліз","2020","східноєвропейські","Захід"
"Закарпатська","Зое","2020","західні","Захід"
"Закарпатська","Луца","2020","східноєвропейські","Захід"
"Закарпатська","Азра","2020","східні","Захід"
"Закарпатська","Селіна","2020","східні","Захід"
"Закарпатська","Ліа","2020","західні","Захід"
"Закарпатська","Джейке-Вівіен","2020","західні","Захід"
"Закарпатська","Айлін","2020","західні","Захід"
"Закарпатська","Едвін","2020","західні","Захід"
"Закарпатська","Єреміяш","2020","східноєвропейські","Захід"
"Закарпатська","Ізмаїл-Єреміян","2020","інші","Захід"
"Закарпатська","Джан","2020","східні","Захід"
"Закарпатська","Левенте Массімо","2020","західні","Захід"
"Закарпатська","Медокс","2020","західні","Захід"
"Закарпатська","Барнабаш","2020","східноєвропейські","Захід"
"Закарпатська","Гунор","2020","східноєвропейські","Захід"
"Закарпатська","Натан","2020","біблійні","Захід"
"Закарпатська","Золан","2020","східноєвропейські","Захід"
"Закарпатська","Динеш","2020","індійські","Захід"
"Закарпатська","Рокі","2020","західні","Захід"
"Закарпатська","Еліас","2020","західні","Захід"
"Закарпатська","Гергей","2020","східноєвропейські","Захід"
"Закарпатська","Озан","2020","східні","Захід"
"Закарпатська","Соболч","2020","східноєвропейські","Захід"
"Закарпатська","Ягіз","2020","східні","Захід"
"Закарпатська","Трістан","2020","східноєвропейські","Захід"
"Закарпатська","Айлін","2021","західні","Захід"
"Закарпатська","Анабель","2021","західні","Захід"
"Закарпатська","Дорка","2021","східноєвропейські","Захід"
"Закарпатська","Доріна","2021","інші","Захід"
"Закарпатська","Евніка","2021","інші","Захід"
"Закарпатська","Лоїда","2021","інші","Захід"
"Закарпатська","Мірела","2021","інші","Захід"
"Закарпатська","Манджула","2021","східні","Захід"
"Закарпатська","Стессі","2021","західні","Захід"
"Закарпатська","Реян","2021","інші","Захід"
"Закарпатська","Ребека","2021","біблійні","Захід"
"Закарпатська","Янка-Далма","2021","інші","Захід"
"Закарпатська","Авіель","2021","біблійні","Захід"
"Закарпатська","Ахмет","2021","східні","Захід"
"Закарпатська","Авраам","2021","біблійні","Захід"
"Закарпатська","Акош","2021","східноєвропейські","Захід"
"Закарпатська","Жан","2021","західні","Захід"
"Закарпатська","Маузеш","2021","східноєвропейські","Захід"
"Закарпатська","Мурат","2021","східні","Захід"
"Закарпатська","Саян","2021","східні","Захід"
"Закарпатська","Салмон","2021","східні","Захід"
"Закарпатська","Рамун","2021","східні","Захід"
"Запорізька","Марфа","2015","біблійні","Схід"
"Запорізька","Ізольда","2015","старовинні","Схід"
"Запорізька","Христина","2015","українські","Схід"
"Запорізька","Іларіон","2015","церковні","Схід"
"Запорізька","Климентій","2015","церковні","Схід"
"Запорізька","Остап","2015","українські","Схід"
"Запорізька","Василиса","2016","російські","Схід"
"Запорізька","Віталіна Соломія","2016","інші","Схід"
"Запорізька","Яніна","2016","українські","Схід"
"Запорізька","Ніна","2016","звичайні","Схід"
"Запорізька","Стефанія","2016","українські","Схід"
"Запорізька","Віра Надія","2016","звичайні","Схід"
"Запорізька","Акім","2016","інші","Схід"
"Запорізька","Лука","2016","українські","Схід"
"Запорізька","Ростислав","2016","українські","Схід"
"Запорізька","Тихон","2016","російські","Схід"
