"region","name","year","group","macro"
"Івано-Франківська","Алісія","2015","західні","Захід"
"Івано-Франківська","Ванесса","2015","західні","Захід"
"Івано-Франківська","Домініка","2015","західні","Захід"
"Івано-Франківська","Ірма","2015","звичайні","Захід"
"Івано-Франківська","Йолана","2015","східноєвропейські","Захід"
"Івано-Франківська","Йордана","2015","східноєвропейські","Захід"
"Івано-Франківська","Каріна","2015","звичайні","Захід"
"Івано-Франківська","Кармен","2015","західні","Захід"
"Івано-Франківська","Миколая","2015","інші","Захід"
"Івано-Франківська","Ніколь","2015","західні","Захід"
"Івано-Франківська","Павліна","2015","східноєвропейські","Захід"
"Івано-Франківська","Стела","2015","західні","Захід"
"Івано-Франківська","Юліанія","2015","церковні","Захід"
"Івано-Франківська","Ясміна","2015","східні","Захід"
"Івано-Франківська","Адам","2015","звичайні","Захід"
"Івано-Франківська","Аркадій","2015","українські","Захід"
"Івано-Франківська","Власій","2015","церковні","Захід"
"Івано-Франківська","Веніамін","2015","біблійні","Захід"
"Івано-Франківська","Демір","2015","східні","Захід"
"Івано-Франківська","Іларіон","2015","церковні","Захід"
"Івано-Франківська","Йонатан","2015","біблійні","Захід"
"Івано-Франківська","Кевін","2015","західні","Захід"
"Івано-Франківська","Марк","2015","звичайні","Захід"
"Івано-Франківська","Мартін","2015","західні","Захід"
"Івано-Франківська","Натан","2015","біблійні","Захід"
"Івано-Франківська","Нікіта","2015","російські","Захід"
"Івано-Франківська","Устим","2015","українські","Захід"
"Івано-Франківська","Ярема","2015","українські","Захід"
"Івано-Франківська","Аврора","2016","греко_римські","Захід"
"Івано-Франківська","Глорія","2016","західні","Захід"
"Івано-Франківська","Домініка","2016","західні","Захід"
"Івано-Франківська","Єремія","2016","біблійні","Захід"
"Івано-Франківська","Жасміна","2016","східні","Захід"
"Івано-Франківська","Іларія","2016","західні","Захід"
"Івано-Франківська","Ірма","2016","звичайні","Захід"
"Івано-Франківська","Каміла","2016","західні","Захід"
"Івано-Франківська","Крістіна","2016","російські","Захід"
"Івано-Франківська","Ліана","2016","старовинні","Захід"
"Івано-Франківська","Лія","2016","старовинні","Захід"
"Івано-Франківська","Неллі","2016","старовинні","Захід"
"Івано-Франківська","Тереза","2016","західні","Захід"
"Івано-Франківська","Тіна","2016","західні","Захід"
"Івано-Франківська","Сюзанна","2016","західні","Захід"
"Івано-Франківська","Амелія","2016","західні","Захід"
"Івано-Франківська","Бестіна","2016","інші","Захід"
"Івано-Франківська","Євангеліна","2016","біблійні","Захід"
"Івано-Франківська","Жанна","2016","звичайні","Захід"
"Івано-Франківська","Златослава","2016","українські","Захід"
"Івано-Франківська","Йордана","2016","східноєвропейські","Захід"
"Івано-Франківська","Кіра","2016","старовинні","Захід"
"Івано-Франківська","Лея","2016","інші","Захід"
"Івано-Франківська","Луїза","2016","західні","Захід"
"Івано-Франківська","Магдалина","2016","біблійні","Захід"
"Івано-Франківська","Медея","2016","греко_римські","Захід"
"Івано-Франківська","Муза","2016","греко_римські","Захід"
"Івано-Франківська","Неля","2016","старовинні","Захід"
"Івано-Франківська","Суламіта","2016","біблійні","Захід"
"Івано-Франківська","Тімея","2016","греко_римські","Захід"
"Івано-Франківська","Філомена","2016","греко_римські","Захід"
"Івано-Франківська","Юліанна","2016","інші","Захід"
"Івано-Франківська","Даніеле","2016","західні","Захід"
"Івано-Франківська","Варфоломій","2016","церковні","Захід"
"Івано-Франківська","Дан","2016","біблійні","Захід"
"Івано-Франківська","Еммануїл","2016","біблійні","Захід"
"Івано-Франківська","Еміліан","2016","греко_римські","Захід"
"Івано-Франківська","Єлісей","2016","біблійні","Захід"
"Івано-Франківська","Іоанн","2016","церковні","Захід"
"Івано-Франківська","Мартін","2016","західні","Захід"
"Івано-Франківська","Тімур","2016","східні","Захід"
"Івано-Франківська","Устим","2016","українські","Захід"
"Івано-Франківська","Адам","2016","звичайні","Захід"
"Івано-Франківська","Антоній","2016","церковні","Захід"
"Івано-Франківська","Веремій","2016","українські","Захід"
"Івано-Франківська","Жан","2016","західні","Захід"
"Івано-Франківська","Захар","2016","українські","Захід"
"Івано-Франківська","Ігнатій","2016","церковні","Захід"
"Івано-Франківська","Іон","2016","східноєвропейські","Захід"
"Івано-Франківська","Корній","2016","українські","Захід"
"Івано-Франківська","Марк","2016","звичайні","Захід"
"Івано-Франківська","Нестор","2016","українські","Захід"
"Івано-Франківська","Онуфрій","2016","церковні","Захід"
"Івано-Франківська","Самуїл","2016","біблійні","Захід"
"Івано-Франківська","Северин","2016","українські","Захід"
"Івано-Франківська","Спартак","2016","вірменські_грузинські","Захід"
"Івано-Франківська","Улян","2016","українські","Захід"
"Івано-Франківська","Ян","2016","східноєвропейські","Захід"
"Івано-Франківська","Анісія","2017","церковні","Захід"
"Івано-Франківська","Ванесса","2017","західні","Захід"
"Івано-Франківська","Злата","2017","східноєвропейські","Захід"
"Івано-Франківська","Іларія","2017","західні","Захід"
"Івано-Франківська","Лея","2017","інші","Захід"
"Івано-Франківська","Мілана","2017","східноєвропейські","Захід"
"Івано-Франківська","Мія","2017","західні","Захід"
"Івано-Франківська","Паула Глорія","2017","західні","Захід"
"Івано-Франківська","Домініка","2017","західні","Захід"
"Івано-Франківська","Жасміна","2017","східні","Захід"
"Івано-Франківська","Ірма","2017","звичайні","Захід"
"Івано-Франківська","Каміла","2017","західні","Захід"
"Івано-Франківська","Лія","2017","старовинні","Захід"
"Івано-Франківська","Неллі","2017","старовинні","Захід"
"Івано-Франківська","Тереза","2017","західні","Захід"
"Івано-Франківська","Тіна","2017","західні","Захід"
"Івано-Франківська","Богуслав","2017","українські","Захід"
"Івано-Франківська","Дамір","2017","східні","Захід"
"Івано-Франківська","Даниїл","2017","біблійні","Захід"
"Івано-Франківська","Ельдар","2017","східні","Захід"
"Івано-Франківська","Емір","2017","східні","Захід"
"Івано-Франківська","Лука","2017","українські","Захід"
"Івано-Франківська","Лукас","2017","західні","Захід"
"Івано-Франківська","Марк","2017","звичайні","Захід"
"Івано-Франківська","Тамерлан","2017","східні","Захід"
"Івано-Франківська","Теодор","2017","західні","Захід"
"Івано-Франківська","Устим","2017","українські","Захід"
"Івано-Франківська","Жак","2017","західні","Захід"
"Івано-Франківська","Жан","2017","західні","Захід"
"Івано-Франківська","Захар","2017","українські","Захід"
"Івано-Франківська","Гнат","2017","українські","Захід"
"Івано-Франківська","Корній","2017","українські","Захід"
"Івано-Франківська","Нестор","2017","українські","Захід"
"Івано-Франківська","Амалія","2018","західні","Захід"
"Івано-Франківська","Аріана","2018","західні","Захід"
"Івано-Франківська","Ванесса","2018","західні","Захід"
"Івано-Франківська","Вівіана","2018","західні","Захід"
"Івано-Франківська","Домініка","2018","західні","Захід"
"Івано-Франківська","Жасміна","2018","східні","Захід"
"Івано-Франківська","Заріна","2018","східні","Захід"
"Івано-Франківська","Ізабелла","2018","західні","Захід"
"Івано-Франківська","Іларія","2018","західні","Захід"
"Івано-Франківська","Каміла","2018","західні","Захід"
"Івано-Франківська","Ксеня","2018","українські","Захід"
"Івано-Франківська","Теона","2018","вірменські_грузинські","Захід"
"Івано-Франківська","Тереза","2018","західні","Захід"
"Івано-Франківська","Тіяна","2018","інші","Захід"
"Івано-Франківська","Братислав","2018","східноєвропейські","Захід"
"Івано-Франківська","Всеслав","2018","русичі","Захід"
"Івано-Франківська","Дамір","2018","східні","Захід"
"Івано-Франківська","Даромир","2018","східноєвропейські","Захід"
"Івано-Франківська","Леон","2018","західні","Захід"
"Івано-Франківська","Марк","2018","звичайні","Захід"
"Івано-Франківська","Марсель","2018","західні","Захід"
"Івано-Франківська","Серафим","2018","церковні","Захід"
"Івано-Франківська","Тимотей","2018","греко_римські","Захід"
"Івано-Франківська","Устим","2018","українські","Захід"
"Івано-Франківська","Юліан","2018","греко_римські","Захід"
"Івано-Франківська","Адель","2018","західні","Захід"
"Івано-Франківська","Альміра","2018","східні","Захід"
"Івано-Франківська","Аміра","2018","східні","Захід"
"Івано-Франківська","Амелі","2018","західні","Захід"
"Івано-Франківська","Анабель","2018","західні","Захід"
"Івано-Франківська","Віола","2018","західні","Захід"
"Івано-Франківська","Власта","2018","східноєвропейські","Захід"
"Івано-Франківська","Даніелла","2018","західні","Захід"
"Івано-Франківська","Даяна","2018","інші","Захід"
"Івано-Франківська","Елізабет","2018","західні","Захід"
"Івано-Франківська","Емма","2018","західні","Захід"
"Івано-Франківська","Емануелла","2018","західні","Захід"
"Івано-Франківська","Камелія","2018","західні","Захід"
"Івано-Франківська","Міла","2018","звичайні","Захід"
"Івано-Франківська","Ніколетта","2018","західні","Захід"
"Івано-Франківська","Ніколь","2018","західні","Захід"
"Івано-Франківська","Павла","2018","інші","Захід"
"Івано-Франківська","Ружена","2018","східноєвропейські","Захід"
"Івано-Франківська","Богуслав","2018","українські","Захід"
"Івано-Франківська","Вівіан","2018","західні","Захід"
"Івано-Франківська","Даніель","2018","західні","Захід"
"Івано-Франківська","Демір","2018","східні","Захід"
"Івано-Франківська","Добромир","2018","русичі","Захід"
"Івано-Франківська","Домінік","2018","західні","Захід"
"Івано-Франківська","Ельдар","2018","східні","Захід"
"Івано-Франківська","Емір","2018","східні","Захід"
"Івано-Франківська","Єлисей","2018","біблійні","Захід"
"Івано-Франківська","Лука","2018","українські","Захід"
"Івано-Франківська","Макарій","2018","церковні","Захід"
"Івано-Франківська","Марко","2018","українські","Захід"
"Івано-Франківська","Мартин","2018","українські","Захід"
"Івано-Франківська","Мішель","2018","західні","Захід"
"Івано-Франківська","Пантелеймон","2018","українські","Захід"
"Івано-Франківська","Ратибор","2018","русичі","Захід"
"Івано-Франківська","Річард","2018","західні","Захід"
"Івано-Франківська","Рожден","2018","русичі","Захід"
"Івано-Франківська","Рувим","2018","біблійні","Захід"
"Івано-Франківська","Тадей","2018","українські","Захід"
"Івано-Франківська","Тимур","2018","східні","Захід"
"Івано-Франківська","Тихомир","2018","русичі","Захід"
"Івано-Франківська","Анісія","2019","церковні","Захід"
"Івано-Франківська","Ванесса","2019","західні","Захід"
"Івано-Франківська","Злата","2019","східноєвропейські","Захід"
"Івано-Франківська","Іларія","2019","західні","Захід"
"Івано-Франківська","Лея","2019","інші","Захід"
"Івано-Франківська","Мілана","2019","східноєвропейські","Захід"
"Івано-Франківська","Мія","2019","західні","Захід"
"Івано-Франківська","Паула","2019","західні","Захід"
"Івано-Франківська","Богуслав","2019","українські","Захід"
"Івано-Франківська","Дамір","2019","східні","Захід"
"Івано-Франківська","Даниїл","2019","біблійні","Захід"
"Івано-Франківська","Ельдар","2019","східні","Захід"
"Івано-Франківська","Емір","2019","східні","Захід"
"Івано-Франківська","Лука","2019","українські","Захід"
"Івано-Франківська","Лукас","2019","західні","Захід"
"Івано-Франківська","Марк","2019","звичайні","Захід"
"Івано-Франківська","Тамерлан","2019","східні","Захід"
"Івано-Франківська","Теодор","2019","західні","Захід"
"Івано-Франківська","Устим","2019","українські","Захід"
"Івано-Франківська","Аріадна","2019","греко_римські","Захід"
"Івано-Франківська","Аріна","2019","російські","Захід"
"Івано-Франківська","Віола","2019","західні","Захід"
"Івано-Франківська","Даяна","2019","інші","Захід"
"Івано-Франківська","Маріам","2019","східні","Захід"
"Івано-Франківська","Сябріна","2019","інші","Захід"
"Івано-Франківська","Тереза","2019","західні","Захід"
"Івано-Франківська","Бенямін","2019","біблійні","Захід"
"Івано-Франківська","Деміян","2019","українські","Захід"
"Івано-Франківська","Еміліан","2019","греко_римські","Захід"
"Івано-Франківська","Іларіон","2019","церковні","Захід"
"Івано-Франківська","Йонатан","2019","біблійні","Захід"
"Івано-Франківська","Натан","2019","біблійні","Захід"
"Івано-Франківська","Ренат","2019","східні","Захід"
"Івано-Франківська","Серафим","2019","церковні","Захід"
"Івано-Франківська","Северин","2019","українські","Захід"
"Івано-Франківська","Аврора","2020","греко_римські","Захід"
"Івано-Франківська","Агата","2020","східноєвропейські","Захід"
"Івано-Франківська","Амелія","2020","західні","Захід"
"Івано-Франківська","Варвара","2020","українські","Захід"
"Івано-Франківська","Вальківія","2020","інші","Захід"
"Івано-Франківська","Єремія","2020","біблійні","Захід"
"Івано-Франківська","Женев’єва","2020","західні","Захід"
"Івано-Франківська","Ізольда","2020","старовинні","Захід"
"Івано-Франківська","Квітослава","2020","українські","Захід"
"Івано-Франківська","Лоріна","2020","інші","Захід"
"Івано-Франківська","Маргарита","2020","звичайні","Захід"
"Івано-Франківська","Мія","2020","західні","Захід"
"Івано-Франківська","Олівія","2020","західні","Захід"
"Івано-Франківська","Садіяхон","2020","східні","Захід"
"Івано-Франківська","Сюзанна","2020","західні","Захід"
"Івано-Франківська","Тінатін","2020","вірменські_грузинські","Захід"
"Івано-Франківська","Богуслав","2020","українські","Захід"
"Івано-Франківська","Вінстон","2020","західні","Захід"
"Івано-Франківська","Дарій","2020","східні","Захід"
"Івано-Франківська","Ігнат","2020","українські","Захід"
"Івано-Франківська","Ітан","2020","західні","Захід"
"Івано-Франківська","Емір","2020","східні","Захід"
"Івано-Франківська","Єфрим","2020","біблійні","Захід"
"Івано-Франківська","Кай","2020","західні","Захід"
"Івано-Франківська","Лев","2020","звичайні","Захід"
"Івано-Франківська","Леон","2020","західні","Захід"
"Івано-Франківська","Леонардо","2020","західні","Захід"
"Івано-Франківська","Марк","2020","звичайні","Захід"
"Івано-Франківська","Маркус","2020","західні","Захід"
"Івано-Франківська","Модест","2020","старовинні","Захід"
"Івано-Франківська","Ной","2020","біблійні","Захід"
"Івано-Франківська","Пантелеймон","2020","українські","Захід"
"Івано-Франківська","Річард","2020","західні","Захід"
"Івано-Франківська","Самуїл","2020","біблійні","Захід"
"Івано-Франківська","Сильвестр","2020","західні","Захід"
"Івано-Франківська","Устим","2020","українські","Захід"
"Івано-Франківська","Аглая","2020","старовинні","Захід"
"Івано-Франківська","Ася","2020","російські","Захід"
"Івано-Франківська","Афіна","2020","греко_римські","Захід"
"Івано-Франківська","Габріель","2020","західні","Захід"
"Івано-Франківська","Даміанна","2020","інші","Захід"
"Івано-Франківська","Данелія","2020","східні","Захід"
"Івано-Франківська","Дзвіна","2020","українські","Захід"
"Івано-Франківська","Домініка","2020","західні","Захід"
"Івано-Франківська","Ельвіна","2020","інші","Захід"
"Івано-Франківська","Емілія","2020","західні","Захід"
"Івано-Франківська","Еріка","2020","західні","Захід"
"Івано-Франківська","Євангеліна","2020","біблійні","Захід"
"Івано-Франківська","Євангелія","2020","біблійні","Захід"
"Івано-Франківська","Єлизавета","2020","звичайні","Захід"
"Івано-Франківська","Єсенія","2020","старовинні","Захід"
"Івано-Франківська","Жасміна","2020","східні","Захід"
"Івано-Франківська","Луна","2020","інші","Захід"
"Івано-Франківська","Магдалина","2020","біблійні","Захід"
"Івано-Франківська","Мартіна","2020","західні","Захід"
"Івано-Франківська","Марфа","2020","біблійні","Захід"
"Івано-Франківська","Меланія","2020","українські","Захід"
"Івано-Франківська","Мелісса","2020","західні","Захід"
"Івано-Франківська","Михаїлла","2020","інші","Захід"
"Івано-Франківська","Патриція","2020","східноєвропейські","Захід"
"Івано-Франківська","Розалія","2020","східноєвропейські","Захід"
"Івано-Франківська","Рута","2020","східноєвропейські","Захід"
"Івано-Франківська","Серафима","2020","церковні","Захід"
"Івано-Франківська","Сільвія","2020","західні","Захід"
"Івано-Франківська","Ясміна","2020","східні","Захід"
"Івано-Франківська","Амадей","2020","інші","Захід"
"Івано-Франківська","Архип","2020","українські","Захід"
"Івано-Франківська","Аскольд","2020","русичі","Захід"
"Івано-Франківська","Веніямин","2020","біблійні","Захід"
"Івано-Франківська","Даміан","2020","церковні","Захід"
"Івано-Франківська","Дам’ян","2020","інші","Захід"
"Івано-Франківська","Емін","2020","східні","Захід"
"Івано-Франківська","Ернест","2020","західні","Захід"
"Івано-Франківська","Ілларіон","2020","церковні","Захід"
"Івано-Франківська","Крістіан","2020","західні","Захід"
"Івано-Франківська","Майтрея","2020","інші","Захід"
"Івано-Франківська","Матей","2020","східноєвропейські","Захід"
"Івано-Франківська","Никодим","2020","церковні","Захід"
"Івано-Франківська","Омельян","2020","інші","Захід"
"Івано-Франківська","Палій","2020","інші","Захід"
"Івано-Франківська","Родіон","2020","старовинні","Захід"
"Івано-Франківська","Самвел","2020","вірменські_грузинські","Захід"
"Івано-Франківська","Філіп","2020","західні","Захід"
"Івано-Франківська","Аміра","2021","східні","Захід"
"Івано-Франківська","Адель","2021","західні","Захід"
"Івано-Франківська","Аліса","2021","звичайні","Захід"
"Івано-Франківська","Елісон","2021","західні","Захід"
"Івано-Франківська","Ельза","2021","інші","Захід"
"Івано-Франківська","Емелі","2021","західні","Захід"
"Івано-Франківська","Естер","2021","біблійні","Захід"
"Івано-Франківська","Єсенія","2021","старовинні","Захід"
"Івано-Франківська","Данислава","2021","східноєвропейські","Захід"
"Івано-Франківська","Ізабела","2021","інші","Захід"
"Івано-Франківська","Любава","2021","русичі","Захід"
"Івано-Франківська","Джоя","2021","інші","Захід"
"Івано-Франківська","Дорофея","2021","церковні","Захід"
"Івано-Франківська","Йордана","2021","східноєвропейські","Захід"
"Івано-Франківська","Корнелія","2021","греко_римські","Захід"
"Івано-Франківська","Майя","2021","старовинні","Захід"
"Івано-Франківська","Мія","2021","західні","Захід"
"Івано-Франківська","Медіна","2021","східні","Захід"
"Івано-Франківська","Неонілла","2021","старовинні","Захід"
"Івано-Франківська","Сабріна","2021","інші","Захід"
"Івано-Франківська","Франческа","2021","західні","Захід"
"Івано-Франківська","Благомир","2021","русичі","Захід"
"Івано-Франківська","Вільям","2021","західні","Захід"
"Івано-Франківська","Дан","2021","біблійні","Захід"
"Івано-Франківська","Ельдар","2021","східні","Захід"
"Івано-Франківська","Єгор","2021","російські","Захід"
"Івано-Франківська","Захар","2021","українські","Захід"
"Івано-Франківська","Єремій","2021","інші","Захід"
"Івано-Франківська","Лев","2021","звичайні","Захід"
"Івано-Франківська","Леон","2021","західні","Захід"
"Івано-Франківська","Міран","2021","східні","Захід"
"Івано-Франківська","Осман","2021","східні","Захід"
"Івано-Франківська","Симеон","2021","біблійні","Захід"
"Івано-Франківська","Соломон","2021","біблійні","Захід"
"Івано-Франківська","Франциск","2021","західні","Захід"
"Волинська","Леокадія","2015","греко_римські","Захід"
"Волинська","Надра","2015","східні","Захід"
"Волинська","Арнелла","2015","інші","Захід"
"Волинська","Санта","2015","західні","Захід"
"Волинська","Саїда","2015","східні","Захід"
"Волинська","Аріадна","2015","греко_римські","Захід"
"Волинська","Саманта","2015","західні","Захід"
"Волинська","Агнія","2015","інші","Захід"
"Волинська","Суламіта","2015","біблійні","Захід"
"Волинська","Вірсавія","2015","біблійні","Захід"
"Волинська","Філофея","2015","церковні","Захід"
"Волинська","Ділар","2015","східні","Захід"
"Волинська","Акбар","2015","східні","Захід"
"Волинська","Дан","2015","біблійні","Захід"
"Волинська","Амір","2015","східні","Захід"
"Волинська","Етер","2015","інші","Захід"
"Волинська","Даміон","2015","інші","Захід"
"Волинська","Дарій","2015","східні","Захід"
"Волинська","Акім","2015","інші","Захід"
"Волинська","Савелій","2015","церковні","Захід"
"Волинська","Ренат","2015","східні","Захід"
"Волинська","Рувім","2015","біблійні","Захід"
"Волинська","Анабель","2016","західні","Захід"
"Волинська","Маргарита","2016","звичайні","Захід"
"Волинська","Ванесса","2016","західні","Захід"
"Волинська","Інга","2016","звичайні","Захід"
"Волинська","Саїда","2016","східні","Захід"
"Волинська","Дасміна","2016","інші","Захід"
"Волинська","Аріна","2016","російські","Захід"
"Волинська","Ліана","2016","старовинні","Захід"
"Волинська","Кіра","2016","старовинні","Захід"
"Волинська","Вірсавія","2016","біблійні","Захід"
"Волинська","Стефанія","2016","українські","Захід"
"Волинська","Аліса","2016","звичайні","Захід"
"Волинська","Таїсія","2016","звичайні","Захід"
"Волинська","Іуліанія","2016","церковні","Захід"
"Волинська","Євангеліна","2016","біблійні","Захід"
"Волинська","Серафіма","2016","церковні","Захід"
"Волинська","Лаура","2016","західні","Захід"
"Волинська","Ані","2016","вірменські_грузинські","Захід"
"Волинська","Ніколь","2016","західні","Захід"
"Волинська","Інарія","2016","інші","Захід"
"Волинська","Анелія","2016","інші","Захід"
"Волинська","Авігея","2016","біблійні","Захід"
"Волинська","Аделія","2016","інші","Захід"
"Волинська","Амалія","2016","західні","Захід"
"Волинська","Анісія","2016","церковні","Захід"
"Волинська","Асія","2016","східні","Захід"
"Волинська","Алєксандра","2016","російські","Захід"
"Волинська","Версалія","2016","інші","Захід"
"Волинська","Вія","2016","інші","Захід"
"Волинська","Глафіра","2016","російські","Захід"
"Волинська","Динара","2016","східні","Захід"
"Волинська","Еміла","2016","інші","Захід"
"Волинська","Жасмин","2016","інші","Захід"
"Волинська","Камалія","2016","інші","Захід"
"Волинська","Лукія","2016","церковні","Захід"
"Волинська","Магдалина","2016","біблійні","Захід"
"Волинська","Ноема","2016","інші","Захід"
"Волинська","Періс","2016","західні","Захід"
"Волинська","Рада","2016","східноєвропейські","Захід"
"Волинська","Росса","2016","інші","Захід"
"Волинська","Рахіль","2016","біблійні","Захід"
"Волинська","Стефанида","2016","українські","Захід"
"Волинська","Тавіта","2016","біблійні","Захід"
"Волинська","Тадей","2016","українські","Захід"
"Волинська","Маркіян","2016","українські","Захід"
"Волинська","Демір","2016","східні","Захід"
"Волинська","Мурат","2016","східні","Захід"
"Волинська","Данте","2016","інші","Захід"
"Волинська","Гордій","2016","українські","Захід"
"Волинська","Савелій","2016","церковні","Захід"
"Волинська","Йосип","2016","українські","Захід"
"Волинська","Карім","2016","східні","Захід"
"Волинська","Всеволод","2016","русичі","Захід"
"Волинська","Віллі","2016","інші","Захід"
"Волинська","Нестор","2016","українські","Захід"
"Волинська","Акіш","2016","східні","Захід"
"Волинська","Герман","2016","західні","Захід"
"Волинська","Никодим","2016","церковні","Захід"
"Волинська","Соломон","2016","біблійні","Захід"
"Волинська","Нифонт","2016","церковні","Захід"
"Волинська","Діодом","2016","церковні","Захід"
"Волинська","Дан","2016","біблійні","Захід"
"Волинська","Авдій","2016","біблійні","Захід"
"Волинська","Алан","2016","західні","Захід"
"Волинська","Афанасій","2016","старовинні","Захід"
"Волинська","Аріан","2016","східні","Захід"
"Волинська","Айлан","2016","східні","Захід"
"Волинська","Габріель","2016","західні","Захід"
"Волинська","Дамир","2016","східні","Захід"
"Волинська","Дамір","2016","східні","Захід"
"Волинська","Едвін","2016","західні","Захід"
"Волинська","Жан","2016","західні","Захід"
"Волинська","Ельдар","2016","східні","Захід"
"Волинська","Крістіан","2016","західні","Захід"
"Волинська","Муслім","2016","східні","Захід"
"Волинська","Пантелеймон","2016","українські","Захід"
"Волинська","Ренат","2016","східні","Захід"
"Волинська","Рустам","2016","східні","Захід"
"Волинська","Таір","2016","східні","Захід"
"Волинська","Флорнан","2016","інші","Захід"
"Волинська","Юстин","2016","інші","Захід"
"Волинська","Юсеф","2016","східні","Захід"
"Волинська","Ася","2017","російські","Захід"
"Волинська","Аріана","2017","західні","Захід"
"Волинська","Альбіна","2017","західні","Захід"
"Волинська","Агнія","2017","інші","Захід"
"Волинська","Аврора","2017","греко_римські","Захід"
"Волинська","Авігея","2017","біблійні","Захід"
"Волинська","Ауріка","2017","східноєвропейські","Захід"
"Волинська","Беллатрисса","2017","західні","Захід"
"Волинська","Динара","2017","східні","Захід"
"Волинська","Джена","2017","західні","Захід"
"Волинська","Еліна","2017","інші","Захід"
"Волинська","Елірія","2017","інші","Захід"
"Волинська","Євангеліна","2017","біблійні","Захід"
"Волинська","Заріна","2017","східні","Захід"
"Волинська","Ліна","2017","українські","Захід"
"Волинська","Лія","2017","старовинні","Захід"
"Волинська","Ліана","2017","старовинні","Захід"
"Волинська","Мілена","2017","старовинні","Захід"
"Волинська","Моніка","2017","західні","Захід"
"Волинська","Нона","2017","інші","Захід"
"Волинська","Неоніла","2017","старовинні","Захід"
"Волинська","Періс","2017","західні","Захід"
"Волинська","Рада","2017","східноєвропейські","Захід"
"Волинська","Розаліїна","2017","східноєвропейські","Захід"
"Волинська","Радміла","2017","східноєвропейські","Захід"
"Волинська","Руфіна","2017","інші","Захід"
"Волинська","Сафіна","2017","східні","Захід"
"Волинська","Соломіта","2017","біблійні","Захід"
"Волинська","Тея","2017","греко_римські","Захід"
"Волинська","Цеслава","2017","східноєвропейські","Захід"
"Волинська","Юріанна Алфія","2017","інші","Захід"
"Волинська","Агафія","2017","церковні","Захід"
"Волинська","Аріадна","2017","греко_римські","Захід"
"Волинська","Арія","2017","інші","Захід"
"Волинська","Божена","2017","східноєвропейські","Захід"
"Волинська","Барбара","2017","західні","Захід"
"Волинська","Версавія","2017","біблійні","Захід"
"Волинська","Віра","2017","звичайні","Захід"
"Волинська","Домініка","2017","західні","Захід"
"Волинська","Даяна","2017","інші","Захід"
"Волинська","Естера","2017","інші","Захід"
"Волинська","Ельза","2017","інші","Захід"
"Волинська","Кірія","2017","інші","Захід"
"Волинська","Ліліана","2017","інші","Захід"
"Волинська","Лукія","2017","церковні","Захід"
"Волинська","Ноель","2017","західні","Захід"
"Волинська","Осійохон","2017","східні","Захід"
"Волинська","Радослава","2017","східноєвропейські","Захід"
"Волинська","Серафима","2017","церковні","Захід"
"Волинська","Степанида","2017","українські","Захід"
"Волинська","Селена","2017","західні","Захід"
"Волинська","Тереза","2017","західні","Захід"
"Волинська","Цвітна","2017","східноєвропейські","Захід"
"Волинська","Яся","2017","українські","Захід"
"Волинська","Альберт","2017","західні","Захід"
"Волинська","Акім","2017","інші","Захід"
"Волинська","Арін","2017","інші","Захід"
"Волинська","Ваврім","2017","інші","Захід"
"Волинська","Гордій","2017","українські","Захід"
"Волинська","Даніслав","2017","русичі","Захід"
"Волинська","Емір","2017","східні","Захід"
"Волинська","Єфрем","2017","російські","Захід"
"Волинська","Ігнат","2017","українські","Захід"
"Волинська","Марат","2017","старовинні","Захід"
"Волинська","Навін","2017","біблійні","Захід"
"Волинська","Нестор","2017","українські","Захід"
"Волинська","Олесь","2017","українські","Захід"
"Волинська","Платон","2017","греко_римські","Захід"
"Волинська","Роберт","2017","західні","Захід"
"Волинська","Стефан","2017","східноєвропейські","Захід"
"Волинська","Соломон","2017","біблійні","Захід"
"Волинська","Самуіл","2017","біблійні","Захід"
"Волинська","Тігран","2017","східні","Захід"
"Волинська","Томас","2017","західні","Захід"
"Волинська","Умар","2017","східні","Захід"
"Волинська","Фадей","2017","біблійні","Захід"
"Волинська","Юстин","2017","інші","Захід"
"Волинська","Юхим","2017","українські","Захід"
"Волинська","ЮліанАрхип","2017","інші","Захід"
"Волинська","Абдуллах","2017","східні","Захід"
"Волинська","Альвіан","2017","інші","Захід"
"Волинська","Варлаам","2017","церковні","Захід"
"Волинська","Дан","2017","біблійні","Захід"
